Timestamp, Temperatura, Humedad, Voltaje, Corriente
2024-05-24 23:44:59.964229,25.15,54.85,5.05,16.49
2024-05-24 23:44:59.969236,29.10,39.50,4.98,15.45
2024-05-24 23:44:59.974243,20.75,33.24,5.05,18.79
2024-05-24 23:44:59.979249,29.40,58.34,4.95,18.52
2024-05-24 23:44:59.984256,26.35,65.39,5.01,15.40
2024-05-24 23:44:59.989263,21.24,37.46,5.00,15.41
2024-05-24 23:44:59.994270,20.15,49.01,4.99,17.63
2024-05-24 23:44:59.999277,24.15,65.08,4.99,19.21
2024-05-24 23:45:00.004283,22.26,69.10,4.96,16.24
2024-05-24 23:45:00.009290,22.02,44.75,5.04,16.26
2024-05-24 23:45:00.014298,28.42,48.49,4.99,17.72
2024-05-24 23:45:00.019310,25.07,53.15,4.96,17.90
2024-05-24 23:45:00.024332,22.50,30.98,5.05,15.30
2024-05-24 23:45:00.029351,27.17,63.70,4.98,17.57
2024-05-24 23:45:00.034358,22.65,38.69,4.99,19.01
2024-05-24 23:45:00.039365,26.31,35.74,5.05,17.46
2024-05-24 23:45:00.044374,25.44,58.71,5.04,16.66
2024-05-24 23:45:00.049385,25.09,66.96,4.99,16.52
2024-05-24 23:45:00.054391,21.18,62.88,4.95,15.34
2024-05-24 23:45:00.059398,23.22,65.50,4.95,16.84
2024-05-24 23:45:00.064405,26.66,45.15,4.96,18.86
2024-05-24 23:45:00.069412,25.06,55.48,5.01,17.27
2024-05-24 23:45:00.074419,25.37,30.82,5.02,17.05
2024-05-24 23:45:00.079426,22.32,59.56,4.98,18.25
2024-05-24 23:45:00.084433,25.78,67.23,4.96,19.82
2024-05-24 23:45:00.089440,23.87,34.95,4.98,15.72
2024-05-24 23:45:00.094452,28.85,51.70,4.97,19.14
2024-05-24 23:45:00.099465,28.70,55.36,5.05,19.46
2024-05-24 23:45:00.104472,26.82,43.66,4.98,16.30
2024-05-24 23:45:00.109479,20.41,42.62,5.02,17.15
2024-05-24 23:45:00.114486,27.21,42.40,4.96,18.71
2024-05-24 23:45:00.119493,27.76,56.98,5.00,18.25
2024-05-24 23:45:00.124499,25.72,40.76,5.01,15.86
2024-05-24 23:45:00.129506,24.19,61.28,4.99,18.19
2024-05-24 23:45:00.134513,27.27,64.95,5.02,19.24
2024-05-24 23:45:00.139520,21.29,62.45,5.03,16.92
2024-05-24 23:45:00.144527,22.69,59.75,5.03,15.46
2024-05-24 23:45:00.149533,24.22,45.95,5.00,15.14
2024-05-24 23:45:00.154540,26.42,39.81,5.05,17.20
2024-05-24 23:45:00.159547,20.94,61.06,5.05,19.32
2024-05-24 23:45:00.164553,25.46,65.46,4.98,16.96
2024-05-24 23:45:00.169560,24.72,52.90,5.04,15.29
2024-05-24 23:45:00.174567,20.30,55.15,5.01,15.60
2024-05-24 23:45:00.179574,27.26,34.95,4.97,15.70
2024-05-24 23:45:00.184580,20.12,66.56,4.96,16.93
2024-05-24 23:45:00.189587,25.32,41.11,5.00,18.86
2024-05-24 23:45:00.194594,29.44,60.98,4.99,16.49
2024-05-24 23:45:00.199601,22.20,57.38,4.99,17.12
2024-05-24 23:45:00.204608,27.15,44.00,4.98,19.15
2024-05-24 23:45:00.209614,25.54,62.59,4.98,17.12
2024-05-24 23:45:00.214621,23.81,62.93,5.01,18.35
2024-05-24 23:45:00.219628,25.51,50.21,5.04,18.11
2024-05-24 23:45:00.224634,28.02,40.73,4.99,17.07
2024-05-24 23:45:00.229641,24.83,57.67,5.05,17.10
2024-05-24 23:45:00.234648,28.12,34.04,4.99,18.24
2024-05-24 23:45:00.239655,20.77,48.65,4.97,19.29
2024-05-24 23:45:00.244661,27.29,65.97,4.96,16.85
2024-05-24 23:45:00.249668,25.50,54.35,4.96,15.21
2024-05-24 23:45:00.254675,27.10,48.86,4.95,19.68
2024-05-24 23:45:00.259681,20.24,30.93,4.95,17.39
2024-05-24 23:45:00.264688,29.85,55.55,5.02,18.71
2024-05-24 23:45:00.269695,25.81,59.33,5.00,17.66
2024-05-24 23:45:00.274702,24.34,47.20,5.00,19.71
2024-05-24 23:45:00.279708,23.85,47.86,5.05,18.67
2024-05-24 23:45:00.284715,28.75,66.77,4.99,18.66
2024-05-24 23:45:00.289722,21.24,60.76,5.01,17.99
2024-05-24 23:45:00.294728,26.72,36.78,4.98,19.10
2024-05-24 23:45:00.299735,25.96,34.56,4.95,17.95
2024-05-24 23:45:00.304754,23.00,45.25,4.95,19.54
2024-05-24 23:45:00.309771,22.06,34.56,5.05,15.23
2024-05-24 23:45:00.314780,24.07,59.84,5.05,19.11
2024-05-24 23:45:00.319787,27.29,59.88,4.98,18.69
2024-05-24 23:45:00.324794,27.39,66.29,4.96,18.31
2024-05-24 23:45:00.329800,27.55,63.83,5.04,19.68
2024-05-24 23:45:00.334832,24.87,36.65,5.00,17.44
2024-05-24 23:45:00.339842,28.54,31.66,5.04,18.27
2024-05-24 23:45:00.344848,27.49,35.34,4.96,19.69
2024-05-24 23:45:00.349855,20.49,36.02,4.95,19.62
2024-05-24 23:45:00.354862,24.80,67.80,5.03,16.69
2024-05-24 23:45:00.359869,20.06,45.04,4.98,15.92
2024-05-24 23:45:00.364876,24.56,51.36,5.02,18.93
2024-05-24 23:45:00.369882,20.20,37.04,4.97,17.97
2024-05-24 23:45:00.374889,20.64,44.02,5.04,16.22
2024-05-24 23:45:00.379896,24.89,34.18,5.01,19.07
2024-05-24 23:45:00.384903,22.21,44.77,4.98,17.86
2024-05-24 23:45:00.389910,28.30,60.15,5.00,17.17
2024-05-24 23:45:00.394916,26.52,58.43,5.02,18.23
2024-05-24 23:45:00.399923,23.82,39.18,4.97,18.02
2024-05-24 23:45:00.404930,23.77,49.84,4.99,18.00
2024-05-24 23:45:00.409937,21.79,46.17,5.00,16.08
2024-05-24 23:45:00.414943,27.71,39.08,5.05,17.93
2024-05-24 23:45:00.419950,20.99,33.38,4.96,17.87
2024-05-24 23:45:00.424957,28.58,62.00,4.95,15.12
2024-05-24 23:45:00.429964,24.96,68.25,5.03,16.42
2024-05-24 23:45:00.434970,29.36,36.33,5.04,17.64
2024-05-24 23:45:00.439977,27.56,44.68,4.97,15.39
2024-05-24 23:45:00.444984,26.82,35.17,4.98,16.80
2024-05-24 23:45:00.449991,24.46,46.49,4.95,17.81
2024-05-24 23:45:00.454997,20.64,49.16,4.97,17.68
2024-05-24 23:45:00.460004,23.80,50.50,4.97,18.75
2024-05-24 23:45:00.465011,26.12,35.38,4.98,19.76
2024-05-24 23:45:00.470018,22.89,51.87,5.05,16.75
2024-05-24 23:45:00.475025,24.54,38.51,5.04,16.02
2024-05-24 23:45:00.480031,20.02,57.79,5.03,17.37
2024-05-24 23:45:00.485038,23.17,37.33,5.04,16.79
2024-05-24 23:45:00.490045,21.33,48.25,5.02,18.93
2024-05-24 23:45:00.495052,29.51,44.53,5.03,18.67
2024-05-24 23:45:00.500058,28.25,32.35,5.02,18.21
2024-05-24 23:45:00.505065,23.54,52.36,5.01,16.82
2024-05-24 23:45:00.510072,24.87,50.43,4.97,16.18
2024-05-24 23:45:00.515079,27.43,31.49,5.05,18.21
2024-05-24 23:45:00.520085,29.49,35.68,4.96,15.46
2024-05-24 23:45:00.525092,20.21,37.69,5.00,16.17
2024-05-24 23:45:00.530099,24.02,65.97,5.05,18.60
2024-05-24 23:45:00.535106,21.81,51.97,4.95,17.08
2024-05-24 23:45:00.540112,23.81,40.20,5.02,18.98
2024-05-24 23:45:00.545119,26.79,33.35,4.98,19.88
2024-05-24 23:45:00.550126,28.87,44.54,4.96,15.92
2024-05-24 23:45:00.555133,23.85,57.03,4.99,19.67
2024-05-24 23:45:00.560140,28.87,31.37,5.04,18.53
2024-05-24 23:45:00.565147,22.78,54.60,4.97,15.63
2024-05-24 23:45:00.570153,21.41,52.33,5.04,16.29
2024-05-24 23:45:00.575160,22.88,36.33,5.04,19.51
2024-05-24 23:45:00.580167,20.23,47.95,4.96,15.48
2024-05-24 23:45:00.585174,26.57,52.24,5.01,18.22
2024-05-24 23:45:00.590180,23.38,55.15,5.00,16.44
2024-05-24 23:45:00.595187,21.33,54.49,5.01,19.21
2024-05-24 23:45:00.600194,28.87,48.04,5.05,18.67
2024-05-24 23:45:00.605200,24.03,61.29,5.05,15.54
2024-05-24 23:45:00.610207,20.49,61.68,4.97,17.17
2024-05-24 23:45:00.615215,22.34,63.43,5.03,18.59
2024-05-24 23:45:00.620222,22.34,41.90,4.96,17.33
2024-05-24 23:45:00.625228,22.23,69.42,4.95,17.26
2024-05-24 23:45:00.630235,24.87,63.82,5.02,16.85
2024-05-24 23:45:00.635242,23.28,68.24,5.00,19.07
2024-05-24 23:45:00.640248,21.19,63.70,4.96,16.37
2024-05-24 23:45:00.645255,22.18,32.79,5.00,16.90
2024-05-24 23:45:00.650262,20.58,31.51,5.01,17.06
2024-05-24 23:45:00.655269,28.40,67.16,4.96,18.46
2024-05-24 23:45:00.660275,26.74,33.76,4.98,15.79
2024-05-24 23:45:00.665282,28.86,38.76,5.03,18.75
2024-05-24 23:45:00.670289,24.24,63.57,5.02,18.04
2024-05-24 23:45:00.675296,24.06,64.56,5.00,19.58
2024-05-24 23:45:00.680303,23.55,48.97,4.97,18.38
2024-05-24 23:45:00.685311,26.21,50.34,5.02,17.22
2024-05-24 23:45:00.690317,27.93,66.15,4.98,17.46
2024-05-24 23:45:00.695324,24.54,62.83,5.04,17.95
2024-05-24 23:45:00.700331,24.35,63.58,5.01,19.44
2024-05-24 23:45:00.705338,24.16,66.12,4.97,19.04
2024-05-24 23:45:00.710344,23.28,48.63,4.98,19.58
2024-05-24 23:45:00.715351,22.16,34.63,4.96,18.74
2024-05-24 23:45:00.720358,22.13,66.99,5.05,18.43
2024-05-24 23:45:00.725365,25.14,48.56,4.97,15.01
2024-05-24 23:45:00.730371,26.43,61.03,5.02,16.30
2024-05-24 23:45:00.735378,23.68,43.74,5.04,17.68
2024-05-24 23:45:00.740385,28.70,57.27,4.98,18.63
2024-05-24 23:45:00.745392,25.38,46.67,5.01,17.84
2024-05-24 23:45:00.750398,21.13,54.66,5.04,15.38
2024-05-24 23:45:00.755405,25.98,50.35,5.04,19.45
2024-05-24 23:45:00.760412,20.07,37.04,5.02,19.50
2024-05-24 23:45:00.765419,29.82,33.92,4.95,19.04
2024-05-24 23:45:00.770426,24.51,46.54,5.04,16.73
2024-05-24 23:45:00.775433,23.46,55.58,5.00,15.37
2024-05-24 23:45:00.780439,22.40,31.18,5.04,17.65
2024-05-24 23:45:00.785446,28.12,68.16,5.05,17.67
2024-05-24 23:45:00.790453,20.33,33.39,5.04,15.58
2024-05-24 23:45:00.795460,20.53,32.61,4.98,19.94
2024-05-24 23:45:00.800466,29.73,43.57,5.04,15.45
2024-05-24 23:45:00.805473,23.02,59.14,4.96,15.87
2024-05-24 23:45:00.810480,29.30,53.48,5.04,15.47
2024-05-24 23:45:00.815487,22.43,60.59,4.97,16.64
2024-05-24 23:45:00.820494,20.39,54.96,4.97,18.34
2024-05-24 23:45:00.825501,26.52,47.51,5.04,17.10
2024-05-24 23:45:00.830507,27.74,43.71,4.95,17.57
2024-05-24 23:45:00.835514,25.21,69.71,4.97,16.74
2024-05-24 23:45:00.840521,23.16,63.61,4.98,15.45
2024-05-24 23:45:00.845528,27.25,68.24,4.99,18.03
2024-05-24 23:45:00.850535,25.51,50.23,4.96,18.59
2024-05-24 23:45:00.855542,27.84,32.67,4.98,19.76
2024-05-24 23:45:00.860549,27.74,43.76,4.95,19.94
2024-05-24 23:45:00.865555,22.60,57.30,4.99,19.89
2024-05-24 23:45:00.870562,24.92,37.24,4.96,15.49
2024-05-24 23:45:00.875569,20.79,30.55,4.95,19.42
2024-05-24 23:45:00.880576,29.94,36.09,4.96,15.88
2024-05-24 23:45:00.885583,23.83,69.62,4.96,16.56
2024-05-24 23:45:00.890589,25.31,55.72,5.00,18.76
2024-05-24 23:45:00.895596,20.99,63.58,5.01,15.87
2024-05-24 23:45:00.900603,22.17,38.52,4.99,17.33
2024-05-24 23:45:00.905610,28.65,59.45,4.99,16.25
2024-05-24 23:45:00.910616,20.76,65.87,5.00,16.31
2024-05-24 23:45:00.915623,23.09,57.94,4.99,17.09
2024-05-24 23:45:00.920630,24.88,50.26,5.01,18.21
2024-05-24 23:45:00.925637,22.88,62.65,4.98,16.73
2024-05-24 23:45:00.930644,22.06,30.98,5.02,16.28
2024-05-24 23:45:00.935651,23.51,67.45,5.00,15.84
2024-05-24 23:45:00.940658,28.02,39.92,4.97,16.76
2024-05-24 23:45:00.945665,22.44,58.59,5.05,17.65
2024-05-24 23:45:00.950671,25.79,54.95,4.95,18.90
2024-05-24 23:45:00.955678,22.08,52.88,5.03,15.04
2024-05-24 23:45:00.960685,20.75,64.97,4.97,15.60
2024-05-24 23:45:00.965692,29.92,46.36,5.04,17.45
2024-05-24 23:45:00.970699,23.40,69.44,5.03,15.60
2024-05-24 23:45:00.975705,21.53,31.00,4.97,17.89
2024-05-24 23:45:00.980712,25.10,34.46,5.03,19.55
2024-05-24 23:45:00.985719,28.52,39.43,5.03,16.49
2024-05-24 23:45:00.990726,29.00,67.23,5.04,19.78
2024-05-24 23:45:00.995733,28.43,45.51,4.96,17.13
2024-05-24 23:45:01.000740,29.55,49.65,5.03,15.38
2024-05-24 23:45:01.005747,23.91,50.86,5.03,17.81
2024-05-24 23:45:01.010754,23.53,58.53,5.02,15.80
2024-05-24 23:45:01.015760,25.05,62.62,5.01,18.28
2024-05-24 23:45:01.020767,27.80,33.68,4.96,19.84
2024-05-24 23:45:01.025774,20.66,42.15,5.03,15.06
2024-05-24 23:45:01.030781,29.73,66.48,4.95,18.46
2024-05-24 23:45:01.035788,23.47,40.32,5.00,16.37
2024-05-24 23:45:01.040795,26.65,54.92,5.05,17.02
2024-05-24 23:45:01.045801,20.26,41.11,4.97,17.84
2024-05-24 23:45:01.050808,29.57,62.21,4.97,17.08
2024-05-24 23:45:01.055815,20.40,55.30,4.98,18.57
2024-05-24 23:45:01.060822,29.19,39.29,4.96,15.24
2024-05-24 23:45:01.065829,29.32,66.42,4.98,16.76
2024-05-24 23:45:01.070836,21.93,51.83,5.04,18.56
2024-05-24 23:45:01.075842,26.04,60.02,4.98,15.00
2024-05-24 23:45:01.080849,20.40,50.69,4.96,19.86
2024-05-24 23:45:01.085856,21.38,46.72,5.02,19.48
2024-05-24 23:45:01.090863,26.04,65.61,4.95,18.41
2024-05-24 23:45:01.095870,23.78,35.34,5.00,17.54
2024-05-24 23:45:01.100877,20.39,34.08,5.00,16.61
2024-05-24 23:45:01.105884,26.29,66.35,5.05,16.70
2024-05-24 23:45:01.110890,21.18,56.47,4.97,18.21
2024-05-24 23:45:01.115898,20.82,50.04,5.03,18.39
2024-05-24 23:45:01.120910,28.40,43.99,4.97,15.94
2024-05-24 23:45:01.125922,27.07,40.90,4.97,15.31
2024-05-24 23:45:01.130934,26.17,45.68,4.97,18.15
2024-05-24 23:45:01.135945,23.54,43.39,4.95,15.71
2024-05-24 23:45:01.140952,21.68,67.60,4.95,16.20
2024-05-24 23:45:01.145959,21.53,30.52,5.01,19.69
2024-05-24 23:45:01.150966,22.07,42.29,5.02,18.64
2024-05-24 23:45:01.155972,22.57,61.48,5.02,17.14
2024-05-24 23:45:01.160979,24.66,44.64,5.03,15.69
2024-05-24 23:45:01.165986,27.17,43.91,5.03,18.51
2024-05-24 23:45:01.170993,29.00,35.15,4.99,15.61
2024-05-24 23:45:01.176000,25.03,44.04,4.97,15.48
2024-05-24 23:45:01.181007,22.13,48.58,4.99,16.69
2024-05-24 23:45:01.186013,22.00,63.11,4.99,19.74
2024-05-24 23:45:01.191020,20.09,33.26,5.03,16.60
2024-05-24 23:45:01.196027,24.41,66.82,4.96,19.19
2024-05-24 23:45:01.201034,29.33,54.68,5.00,18.13
2024-05-24 23:45:01.206040,28.18,48.88,5.04,17.45
2024-05-24 23:45:01.211047,20.16,58.39,4.99,18.19
2024-05-24 23:45:01.216054,26.98,52.16,4.97,15.93
2024-05-24 23:45:01.221061,21.91,60.31,4.99,18.21
2024-05-24 23:45:01.226067,24.53,37.91,5.04,16.04
2024-05-24 23:45:01.231074,23.11,41.51,4.95,17.28
2024-05-24 23:45:01.236081,22.43,34.81,4.98,15.32
2024-05-24 23:45:01.241088,28.83,54.47,4.95,19.28
2024-05-24 23:45:01.246095,21.99,39.45,5.05,17.32
2024-05-24 23:45:01.251101,20.30,59.03,5.00,17.31
2024-05-24 23:45:01.256108,28.33,34.58,5.03,15.56
2024-05-24 23:45:01.261115,26.87,32.07,4.95,17.06
2024-05-24 23:45:01.266122,27.15,54.47,5.02,19.88
2024-05-24 23:45:01.271128,24.61,64.80,4.98,19.69
2024-05-24 23:45:01.276135,24.59,53.78,5.01,17.93
2024-05-24 23:45:01.281142,22.53,60.01,5.05,18.68
2024-05-24 23:45:01.286149,21.15,38.48,5.05,18.42
2024-05-24 23:45:01.291156,20.95,58.15,5.00,17.23
2024-05-24 23:45:01.296162,27.67,51.19,5.01,17.36
2024-05-24 23:45:01.301169,25.46,57.26,5.04,19.36
2024-05-24 23:45:01.306176,26.44,59.87,5.03,18.89
2024-05-24 23:45:01.311183,29.79,44.11,5.04,18.40
2024-05-24 23:45:01.316189,20.84,65.52,4.98,17.36
2024-05-24 23:45:01.321196,29.54,53.75,4.99,15.32
2024-05-24 23:45:01.326203,20.98,33.11,5.04,16.84
2024-05-24 23:45:01.331210,20.65,49.57,5.05,15.09
2024-05-24 23:45:01.336217,26.99,37.89,5.03,15.48
2024-05-24 23:45:01.341224,29.99,59.35,4.98,16.69
2024-05-24 23:45:01.346231,24.88,67.82,4.95,18.41
2024-05-24 23:45:01.351237,28.14,54.57,5.00,17.64
2024-05-24 23:45:01.356244,21.65,59.16,5.03,19.69
2024-05-24 23:45:01.361252,28.35,49.22,5.00,15.01
2024-05-24 23:45:01.366259,24.23,61.22,5.02,16.94
2024-05-24 23:45:01.371266,23.55,63.84,4.99,19.77
2024-05-24 23:45:01.376273,26.42,36.39,4.97,16.41
2024-05-24 23:45:01.381279,25.60,49.50,5.05,17.63
2024-05-24 23:45:01.386286,22.91,57.57,4.95,19.12
2024-05-24 23:45:01.391293,24.07,43.99,4.96,18.67
2024-05-24 23:45:01.396300,26.58,65.14,5.01,17.40
2024-05-24 23:45:01.401307,27.70,69.86,4.95,16.03
2024-05-24 23:45:01.406314,29.87,38.02,5.03,18.52
2024-05-24 23:45:01.411320,24.58,35.36,5.03,17.72
2024-05-24 23:45:01.416327,26.31,44.39,5.04,19.53
2024-05-24 23:45:01.421334,23.46,51.47,4.95,19.67
2024-05-24 23:45:01.426341,21.00,53.65,5.00,17.34
2024-05-24 23:45:01.431348,25.28,46.66,5.01,19.20
2024-05-24 23:45:01.436355,27.56,47.32,5.01,19.44
2024-05-24 23:45:01.441362,26.19,39.25,4.96,15.59
2024-05-24 23:45:01.446369,27.39,61.27,4.98,19.70
2024-05-24 23:45:01.451375,25.95,35.79,4.96,15.96
2024-05-24 23:45:01.456382,23.11,60.16,4.99,17.46
2024-05-24 23:45:01.461389,21.37,35.75,5.03,19.11
2024-05-24 23:45:01.466396,29.78,54.45,4.99,18.48
2024-05-24 23:45:01.471403,21.95,32.19,4.97,15.92
2024-05-24 23:45:01.476409,29.60,39.61,5.04,15.23
2024-05-24 23:45:01.481416,26.44,30.76,4.98,16.97
2024-05-24 23:45:01.486423,29.68,47.42,5.01,19.27
2024-05-24 23:45:01.491430,23.60,40.49,5.05,17.16
2024-05-24 23:45:01.496438,22.99,59.00,5.01,15.55
2024-05-24 23:45:01.501445,23.88,68.90,4.96,15.91
2024-05-24 23:45:01.506451,25.96,43.89,5.03,15.52
2024-05-24 23:45:01.511458,26.50,57.24,5.02,15.30
2024-05-24 23:45:01.516465,28.41,56.71,4.99,19.70
2024-05-24 23:45:01.521472,22.14,39.44,4.99,19.84
2024-05-24 23:45:01.526479,22.58,51.46,4.99,15.21
2024-05-24 23:45:01.531486,27.89,34.24,4.97,17.96
2024-05-24 23:45:01.536492,22.33,33.19,4.98,16.38
2024-05-24 23:45:01.541499,25.84,67.04,4.96,16.67
2024-05-24 23:45:01.546506,29.60,46.06,5.05,16.46
2024-05-24 23:45:01.551513,25.43,37.82,5.02,19.11
2024-05-24 23:45:01.556519,20.16,48.75,4.97,18.87
2024-05-24 23:45:01.561526,24.48,36.55,5.02,19.69
2024-05-24 23:45:01.566533,20.69,47.49,5.04,15.81
2024-05-24 23:45:01.571540,26.26,52.39,4.98,15.55
2024-05-24 23:45:01.576547,25.18,42.45,4.97,16.04
2024-05-24 23:45:01.581553,27.41,52.22,5.03,16.50
2024-05-24 23:45:01.586560,26.90,61.82,5.05,17.69
2024-05-24 23:45:01.591567,21.02,66.33,4.98,18.15
2024-05-24 23:45:01.596574,23.25,45.51,5.04,18.30
2024-05-24 23:45:01.601581,21.25,57.23,4.99,16.07
2024-05-24 23:45:01.606587,29.50,35.11,5.04,18.96
2024-05-24 23:45:01.611594,23.28,37.16,4.95,16.78
2024-05-24 23:45:01.616601,22.55,54.29,5.03,18.44
2024-05-24 23:45:01.621608,28.17,53.44,4.99,19.40
2024-05-24 23:45:01.626615,27.21,30.59,5.04,17.56
2024-05-24 23:45:01.631621,29.51,67.83,4.98,15.05
2024-05-24 23:45:01.636628,25.92,44.97,5.01,15.43
2024-05-24 23:45:01.641635,24.06,33.11,5.02,17.80
2024-05-24 23:45:01.646642,27.01,60.49,4.97,15.57
2024-05-24 23:45:01.651648,23.57,38.67,4.98,18.19
2024-05-24 23:45:01.656655,23.38,66.23,4.95,19.19
2024-05-24 23:45:01.661662,28.26,49.63,5.04,16.48
2024-05-24 23:45:01.666669,26.69,37.33,4.98,16.60
2024-05-24 23:45:01.671675,22.63,33.76,5.05,15.42
2024-05-24 23:45:01.676682,20.32,49.75,5.02,15.78
2024-05-24 23:45:01.681689,28.75,30.03,4.99,15.94
2024-05-24 23:45:01.686696,24.85,55.22,5.05,15.74
2024-05-24 23:45:01.691703,22.67,65.25,5.00,18.43
2024-05-24 23:45:01.696709,22.98,69.14,4.95,15.94
2024-05-24 23:45:01.701716,28.31,60.18,5.00,17.87
2024-05-24 23:45:01.706723,21.79,33.72,4.95,19.90
2024-05-24 23:45:01.711732,21.93,49.79,5.00,15.70
2024-05-24 23:45:01.716745,20.35,43.51,5.00,18.06
2024-05-24 23:45:01.721763,27.37,50.64,5.05,15.86
2024-05-24 23:45:01.726777,24.40,50.96,4.96,17.32
2024-05-24 23:45:01.731787,20.23,61.02,4.98,18.05
2024-05-24 23:45:01.736794,21.55,37.07,4.98,19.41
2024-05-24 23:45:01.741800,28.60,48.29,5.02,16.36
2024-05-24 23:45:01.746807,23.97,61.76,5.01,15.88
2024-05-24 23:45:01.751814,22.86,59.15,4.95,19.69
2024-05-24 23:45:01.756824,29.98,32.00,5.02,15.45
2024-05-24 23:45:01.761831,26.05,39.60,4.96,19.40
2024-05-24 23:45:01.766838,20.13,63.48,4.98,18.87
2024-05-24 23:45:01.771845,21.92,42.49,4.97,16.56
2024-05-24 23:45:01.776851,21.57,59.05,4.97,15.90
2024-05-24 23:45:01.781858,21.38,53.22,5.00,18.87
2024-05-24 23:45:01.786865,25.50,39.38,4.98,17.95
2024-05-24 23:45:01.791872,24.84,56.11,4.98,16.88
2024-05-24 23:45:01.796878,24.02,69.91,4.97,15.56
2024-05-24 23:45:01.801885,24.46,35.05,5.04,19.41
2024-05-24 23:45:01.806892,24.47,52.88,4.95,17.14
2024-05-24 23:45:01.811899,25.73,60.46,5.00,16.27
2024-05-24 23:45:01.816905,23.40,39.28,5.04,18.51
2024-05-24 23:45:01.821912,20.49,68.82,4.98,18.89
2024-05-24 23:45:01.826919,26.07,56.70,4.99,19.07
2024-05-24 23:45:01.831926,21.16,51.62,5.03,18.82
2024-05-24 23:45:01.836933,20.20,60.72,4.97,16.26
2024-05-24 23:45:01.841940,25.05,69.30,5.01,16.60
2024-05-24 23:45:01.846946,23.14,34.84,4.97,17.24
2024-05-24 23:45:01.851953,26.81,50.88,5.04,16.87
2024-05-24 23:45:01.856960,21.54,69.97,4.99,18.64
2024-05-24 23:45:01.861967,20.03,66.06,5.01,15.74
2024-05-24 23:45:01.866973,22.73,62.92,5.00,15.18
2024-05-24 23:45:01.871980,23.70,51.58,4.96,15.09
2024-05-24 23:45:01.876987,29.75,37.43,4.95,19.39
2024-05-24 23:45:01.881994,28.06,51.43,4.95,19.84
2024-05-24 23:45:01.887000,20.75,54.88,5.02,18.15
2024-05-24 23:45:01.892007,20.19,51.38,5.05,19.15
2024-05-24 23:45:01.897014,28.43,60.32,5.00,16.48
2024-05-24 23:45:01.902021,24.78,67.08,4.98,17.78
2024-05-24 23:45:01.907028,26.69,47.50,5.05,19.78
2024-05-24 23:45:01.912034,28.09,40.25,5.02,15.56
2024-05-24 23:45:01.917041,22.04,63.18,4.95,18.82
2024-05-24 23:45:01.922048,26.70,47.10,5.01,18.07
2024-05-24 23:45:01.927055,21.87,42.49,5.02,19.29
2024-05-24 23:45:01.932061,25.61,66.92,4.95,19.99
2024-05-24 23:45:01.937068,23.20,65.12,5.03,17.32
2024-05-24 23:45:01.942075,21.54,51.30,4.97,17.14
2024-05-24 23:45:01.947082,20.33,50.90,4.97,17.40
2024-05-24 23:45:01.952088,29.40,51.19,4.96,16.69
2024-05-24 23:45:01.957095,23.80,49.04,5.02,19.61
2024-05-24 23:45:01.962102,28.17,47.23,4.98,15.94
2024-05-24 23:45:01.967109,26.95,62.58,5.01,15.16
2024-05-24 23:45:01.972115,25.54,66.31,5.03,19.53
2024-05-24 23:45:01.977122,27.57,54.09,5.00,19.73
2024-05-24 23:45:01.982129,23.89,31.92,5.03,15.80
2024-05-24 23:45:01.987136,28.10,54.95,4.97,19.31
